     T(MeV)         phi_e         thetah           tnuh           nbh              N              P             H2            He4
 .8343142D+00  0.9711895D-09  0.1801165D-20  0.9928397D+00  0.1742012D-08  0.2365457D+00  0.7634353D+00  0.9185574D-12  0.3863677D-25
 .8275584D+00  0.9728359D-09  0.1771753D-20  0.9927034D+00  0.1699335D-08  0.2356522D+00  0.7643285D+00  0.9245689D-12  0.4884494D-25
 .8222320D+00  0.9741444D-09  0.1748732D-20  0.9925936D+00  0.1666180D-08  0.2349470D+00  0.7650337D+00  0.9294860D-12  0.5889700D-25
 .8156696D+00  0.9757696D-09  0.1720575D-20  0.9924554D+00  0.1625924D-08  0.2340772D+00  0.7659035D+00  0.9357678D-12  0.7445393D-25
 .8104947D+00  0.9770617D-09  0.1698529D-20  0.9923442D+00  0.1594637D-08  0.2333905D+00  0.7665904D+00  0.9409023D-12  0.8985404D-25
 .8041177D+00  0.9786661D-09  0.1671555D-20  0.9922042D+00  0.1556632D-08  0.2325433D+00  0.7674372D+00  0.9474566D-12  0.1135841D-24
 .7990878D+00  0.9799423D-09  0.1650430D-20  0.9920915D+00  0.1527083D-08  0.2318745D+00  0.7681062D+00  0.9528108D-12  0.1371296D-24
 .7928883D+00  0.9815276D-09  0.1624574D-20  0.9919497D+00  0.1491175D-08  0.2310493D+00  0.7689313D+00  0.9596422D-12  0.1735154D-24
 .7867843D+00  0.9831024D-09  0.1599313D-20  0.9918069D+00  0.1456371D-08  0.2302362D+00  0.7697444D+00  0.9666288D-12  0.2196504D-24
 .7819683D+00  0.9843549D-09  0.1579521D-20  0.9916919D+00  0.1429293D-08  0.2295941D+00  0.7703865D+00  0.9723308D-12  0.2653086D-24
 .7760306D+00  0.9859124D-09  0.1555285D-20  0.9915473D+00  0.1396369D-08  0.2288024D+00  0.7711793D+00  0.9796019D-12  0.3357949D-24
 .7701824D+00  0.9874592D-09  0.1531596D-20  0.9914017D+00  0.1364435D-08  0.2280215D+00  0.7719601D+00  0.9870302D-12  0.4257641D-24
 .7655669D+00  0.9886897D-09  0.1513026D-20  0.9912845D+00  0.1339576D-08  0.2274050D+00  0.7725765D+00  0.9930880D-12  0.5145159D-24
 .7598748D+00  0.9902194D-09  0.1490278D-20  0.9911370D+00  0.1309333D-08  0.2266444D+00  0.7733371D+00  0.1000806D-11  0.6521909D-24
 .7542667D+00  0.9917401D-09  0.1468032D-20  0.9909886D+00  0.1279981D-08  0.2258947D+00  0.7740868D+00  0.1008686D-11  0.8270117D-24
 .7487407D+00  0.9932517D-09  0.1446273D-20  0.9908392D+00  0.1251487D-08  0.2251557D+00  0.7748258D+00  0.1016731D-11  0.1048882D-23
 .7432952D+00  0.9947546D-09  0.1424986D-20  0.9906889D+00  0.1223821D-08  0.2244272D+00  0.7755540D+00  0.1024942D-11  0.1330071D-23
 .7379283D+00  0.9962495D-09  0.1404160D-20  0.9905375D+00  0.1196953D-08  0.2237093D+00  0.7762724D+00  0.1033322D-11  0.1688696D-23
 .7326383D+00  0.9977358D-09  0.1383779D-20  0.9903851D+00  0.1170855D-08  0.2230014D+00  0.7769803D+00  0.1041870D-11  0.2143254D-23
 .7274236D+00  0.9992142D-09  0.1363832D-20  0.9902318D+00  0.1145498D-08  0.2223035D+00  0.7776781D+00  0.1050589D-11  0.2721187D-23
 .7222826D+00  0.1000685D-08  0.1344307D-20  0.9900774D+00  0.1120858D-08  0.2216155D+00  0.7783660D+00  0.1059482D-11  0.3456021D-23
 .7172138D+00  0.1002148D-08  0.1325191D-20  0.9899221D+00  0.1096909D-08  0.2209373D+00  0.7790442D+00  0.1068549D-11  0.4389970D-23
 .7122157D+00  0.1003603D-08  0.1306473D-20  0.9897659D+00  0.1073626D-08  0.2202686D+00  0.7797129D+00  0.1077793D-11  0.5578335D-23
 .7072867D+00  0.1005051D-08  0.1288143D-20  0.9896086D+00  0.1050988D-08  0.2196093D+00  0.7803721D+00  0.1087215D-11  0.7089531D-23
 .7024255D+00  0.1006493D-08  0.1270189D-20  0.9894504D+00  0.1028972D-08  0.2189596D+00  0.7810224D+00  0.1096820D-11  0.9013683D-23
 .6966795D+00  0.1008213D-08  0.1249127D-20  0.9892592D+00  0.1003344D-08  0.2181911D+00  0.7817903D+00  0.1108584D-11  0.1202556D-22
 .6919625D+00  0.1009640D-08  0.1231967D-20  0.9890989D+00  0.9826236D-09  0.2175608D+00  0.7824205D+00  0.1118592D-11  0.1529097D-22
 .6873089D+00  0.1011060D-08  0.1215151D-20  0.9889375D+00  0.9624602D-09  0.2169394D+00  0.7830419D+00  0.1128788D-11  0.1945141D-22
 .6818066D+00  0.1012756D-08  0.1195415D-20  0.9887427D+00  0.9389738D-09  0.2162051D+00  0.7837762D+00  0.1141275D-11  0.2597208D-22
 .6772882D+00  0.1014163D-08  0.1179326D-20  0.9885792D+00  0.9199725D-09  0.2156024D+00  0.7843788D+00  0.1151891D-11  0.3305267D-22
 .6728293D+00  0.1015564D-08  0.1163555D-20  0.9884148D+00  0.9014717D-09  0.2150081D+00  0.7849731D+00  0.1162703D-11  0.4206853D-22
 .6675555D+00  0.1017237D-08  0.1145035D-20  0.9882163D+00  0.8799086D-09  0.2143058D+00  0.7856755D+00  0.1175939D-11  0.5620459D-22
 .6632235D+00  0.1018626D-08  0.1129931D-20  0.9880498D+00  0.8624526D-09  0.2137293D+00  0.7862519D+00  0.1187188D-11  0.7156589D-22
 .6580986D+00  0.1020286D-08  0.1112191D-20  0.9878488D+00  0.8420990D-09  0.2130480D+00  0.7869332D+00  0.1200956D-11  0.9563622D-22
 .6530523D+00  0.1021938D-08  0.1094857D-20  0.9876464D+00  0.8223694D-09  0.2123779D+00  0.7876034D+00  0.1215021D-11  0.1278314D-21
 .6489059D+00  0.1023310D-08  0.1080714D-20  0.9874767D+00  0.8063878D-09  0.2118278D+00  0.7881534D+00  0.1226972D-11  0.1627923D-21
 .6439991D+00  0.1024951D-08  0.1064094D-20  0.9872718D+00  0.7877419D-09  0.2111779D+00  0.7888048D+00  0.1241596D-11  0.2175575D-21
 .6391659D+00  0.1026584D-08  0.1047846D-20  0.9870655D+00  0.7696558D-09  0.2105382D+00  0.7894443D+00  0.1256528D-11  0.2907563D-21
 .6351934D+00  0.1027940D-08  0.1034584D-20  0.9868926D+00  0.7549968D-09  0.2100131D+00  0.7899694D+00  0.1269212D-11  0.3701638D-21
 .6304910D+00  0.1029562D-08  0.1018992D-20  0.9866839D+00  0.7378840D-09  0.2093923D+00  0.7905902D+00  0.1284726D-11  0.4944516D-21
 .6258577D+00  0.1031178D-08  0.1003742D-20  0.9864739D+00  0.7212746D-09  0.2087815D+00  0.7912010D+00  0.1300565D-11  0.6600287D-21
 .6212921D+00  0.1032789D-08  0.9888251D-21  0.9862625D+00  0.7051504D-09  0.2081803D+00  0.7918025D+00  0.1316735D-11  0.8803579D-21
 .6167926D+00  0.1034394D-08  0.9742312D-21  0.9860498D+00  0.6894937D-09  0.2075890D+00  0.7923935D+00  0.1333240D-11  0.1173130D-20
 .6123578D+00  0.1035994D-08  0.9599511D-21  0.9858357D+00  0.6742880D-09  0.2070071D+00  0.7929754D+00  0.1350087D-11  0.1561146D-20
 .6079863D+00  0.1037590D-08  0.9459758D-21  0.9856204D+00  0.6595172D-09  0.2064344D+00  0.7935481D+00  0.1367281D-11  0.2074061D-20
 .6036767D+00  0.1039181D-08  0.9322967D-21  0.9854037D+00  0.6451659D-09  0.2058708D+00  0.7941118D+00  0.1384829D-11  0.2749308D-20
 .5994279D+00  0.1040767D-08  0.9189056D-21  0.9851857D+00  0.6312194D-09  0.2053163D+00  0.7946664D+00  0.1402736D-11  0.3634561D-20
 .5952384D+00  0.1042350D-08  0.9057944D-21  0.9849664D+00  0.6176636D-09  0.2047703D+00  0.7952124D+00  0.1421008D-11  0.4789274D-20
 .5911071D+00  0.1043928D-08  0.8929554D-21  0.9847458D+00  0.6044850D-09  0.2042329D+00  0.7957497D+00  0.1439652D-11  0.6286227D-20
 .5870327D+00  0.1045503D-08  0.8803811D-21  0.9845239D+00  0.5916706D-09  0.2037040D+00  0.7962786D+00  0.1458675D-11  0.8213160D-20
 .5823497D+00  0.1047336D-08  0.8660360D-21  0.9842634D+00  0.5771643D-09  0.2030975D+00  0.7968850D+00  0.1481355D-11  0.1114360D-19
 .5783948D+00  0.1048904D-08  0.8540108D-21  0.9840387D+00  0.5650972D-09  0.2025861D+00  0.7973965D+00  0.1501220D-11  0.1437846D-19
 .5744932D+00  0.1050468D-08  0.8422283D-21  0.9838127D+00  0.5533567D-09  0.2020829D+00  0.7979000D+00  0.1521486D-11  0.1842634D-19
 .5700074D+00  0.1052290D-08  0.8287801D-21  0.9835474D+00  0.5400578D-09  0.2015055D+00  0.7984773D+00  0.1545644D-11  0.2437796D-19
 .5662178D+00  0.1053849D-08  0.8175014D-21  0.9833187D+00  0.5289880D-09  0.2010189D+00  0.7989639D+00  0.1566801D-11  0.3071574D-19
 .5618597D+00  0.1055664D-08  0.8046242D-21  0.9830502D+00  0.5164437D-09  0.2004606D+00  0.7995218D+00  0.1592019D-11  0.3979010D-19
 .5581773D+00  0.1057218D-08  0.7938212D-21  0.9828187D+00  0.5059978D-09  0.1999900D+00  0.7999927D+00  0.1614103D-11  0.4920196D-19
 .5539418D+00  0.1059028D-08  0.7814832D-21  0.9825470D+00  0.4941556D-09  0.1994500D+00  0.8005327D+00  0.1640424D-11  0.6232159D-19
 .5503621D+00  0.1060577D-08  0.7711294D-21  0.9823128D+00  0.4842905D-09  0.1989948D+00  0.8009879D+00  0.1663471D-11  0.7557845D-19
 .5462438D+00  0.1062382D-08  0.7593010D-21  0.9820380D+00  0.4731024D-09  0.1984722D+00  0.8015098D+00  0.1690936D-11  0.9359559D-19
 .5421867D+00  0.1064187D-08  0.7477355D-21  0.9817614D+00  0.4622478D-09  0.1979592D+00  0.8020238D+00  0.1719043D-11  0.1145594D-18
 .5381895D+00  0.1065988D-08  0.7364250D-21  0.9814832D+00  0.4517146D-09  0.1974549D+00  0.8025280D+00  0.1747796D-11  0.1386574D-18
 .5348099D+00  0.1067532D-08  0.7269278D-21  0.9812434D+00  0.4429330D-09  0.1970297D+00  0.8029532D+00  0.1772970D-11  0.1619316D-18
 .5309203D+00  0.1069331D-08  0.7160716D-21  0.9809621D+00  0.4329659D-09  0.1965417D+00  0.8034408D+00  0.1802968D-11  0.1922703D-18
 .5270868D+00  0.1071129D-08  0.7054499D-21  0.9806791D+00  0.4232880D-09  0.1960619D+00  0.8039204D+00  0.1833657D-11  0.2261701D-18
 .5233083D+00  0.1072927D-08  0.6950562D-21  0.9803944D+00  0.4138890D-09  0.1955905D+00  0.8043918D+00  0.1865053D-11  0.2637622D-18
 .5195836D+00  0.1074724D-08  0.6848838D-21  0.9801081D+00  0.4047588D-09  0.1951273D+00  0.8048551D+00  0.1897172D-11  0.3051762D-18
 .5159116D+00  0.1076521D-08  0.6749266D-21  0.9798202D+00  0.3958882D-09  0.1946719D+00  0.8053106D+00  0.1930029D-11  0.3505489D-18
 .5117780D+00  0.1078574D-08  0.6638028D-21  0.9794891D+00  0.3860565D-09  0.1941610D+00  0.8058212D+00  0.1968503D-11  0.4074431D-18
 .5082151D+00  0.1080372D-08  0.6542867D-21  0.9791977D+00  0.3777118D-09  0.1937221D+00  0.8062602D+00  0.2002996D-11  0.4618239D-18
 .5047014D+00  0.1082169D-08  0.6449676D-21  0.9789046D+00  0.3695993D-09  0.1932905D+00  0.8066917D+00  0.2038280D-11  0.5206938D-18
 .5012360D+00  0.1083967D-08  0.6358401D-21  0.9786100D+00  0.3617110D-09  0.1928663D+00  0.8071160D+00  0.2074372D-11  0.5842660D-18
 .4973334D+00  0.1086023D-08  0.6256366D-21  0.9782712D+00  0.3529606D-09  0.1923900D+00  0.8075921D+00  0.2116632D-11  0.6629929D-18
 .4939680D+00  0.1087824D-08  0.6169023D-21  0.9779732D+00  0.3455275D-09  0.1919807D+00  0.8080013D+00  0.2154518D-11  0.7375025D-18
 .4906480D+00  0.1089625D-08  0.6083438D-21  0.9776735D+00  0.3382957D-09  0.1915783D+00  0.8084038D+00  0.2193270D-11  0.8175836D-18
 .4869078D+00  0.1091686D-08  0.5987720D-21  0.9773291D+00  0.3302686D-09  0.1911265D+00  0.8088556D+00  0.2238645D-11  0.9163663D-18
 .4836817D+00  0.1093491D-08  0.5905748D-21  0.9770260D+00  0.3234458D-09  0.1907381D+00  0.8092436D+00  0.2279320D-11  0.1009589D-17
 .4800466D+00  0.1095555D-08  0.5814042D-21  0.9766778D+00  0.3158697D-09  0.1903022D+00  0.8096791D+00  0.2326946D-11  0.1124458D-17
 .4764658D+00  0.1097623D-08  0.5724384D-21  0.9763275D+00  0.3085213D-09  0.1898742D+00  0.8101071D+00  0.2375818D-11  0.1248885D-17
 .4733761D+00  0.1099435D-08  0.5647566D-21  0.9760194D+00  0.3022716D-09  0.1895063D+00  0.8104750D+00  0.2419628D-11  0.1366207D-17
 .4698937D+00  0.1101508D-08  0.5561589D-21  0.9756654D+00  0.2953277D-09  0.1890930D+00  0.8108880D+00  0.2470926D-11  0.1510700D-17
 .4664622D+00  0.1103586D-08  0.5477491D-21  0.9753094D+00  0.2885883D-09  0.1886874D+00  0.8112938D+00  0.2523561D-11  0.1667198D-17
 .4630804D+00  0.1105667D-08  0.5395221D-21  0.9749514D+00  0.2820461D-09  0.1882891D+00  0.8116921D+00  0.2577575D-11  0.1836728D-17
 .4597474D+00  0.1107752D-08  0.5314725D-21  0.9745914D+00  0.2756938D-09  0.1878981D+00  0.8120831D+00  0.2633001D-11  0.2020406D-17
 .4564619D+00  0.1109841D-08  0.5235952D-21  0.9742295D+00  0.2695247D-09  0.1875142D+00  0.8124671D+00  0.2689878D-11  0.2219461D-17
 .4532231D+00  0.1111935D-08  0.5158854D-21  0.9738656D+00  0.2635324D-09  0.1871371D+00  0.8128441D+00  0.2748242D-11  0.2435238D-17
 .4500299D+00  0.1114034D-08  0.5083384D-21  0.9734999D+00  0.2577106D-09  0.1867668D+00  0.8132144D+00  0.2808134D-11  0.2669207D-17
 .4468814D+00  0.1116137D-08  0.5009497D-21  0.9731322D+00  0.2520533D-09  0.1864032D+00  0.8135781D+00  0.2869593D-11  0.2922975D-17
 .4433916D+00  0.1118509D-08  0.4928212D-21  0.9727162D+00  0.2458785D-09  0.1860017D+00  0.8139795D+00  0.2940660D-11  0.3234351D-17
 .4403350D+00  0.1120624D-08  0.4857544D-21  0.9723445D+00  0.2405523D-09  0.1856515D+00  0.8143297D+00  0.3005589D-11  0.3536279D-17
 .4373202D+00  0.1122744D-08  0.4788327D-21  0.9719709D+00  0.2353735D-09  0.1853075D+00  0.8146737D+00  0.3072220D-11  0.3864087D-17
 .4339776D+00  0.1125136D-08  0.4712144D-21  0.9715483D+00  0.2297174D-09  0.1849277D+00  0.8150537D+00  0.3149270D-11  0.4266715D-17
 .4310490D+00  0.1127269D-08  0.4645881D-21  0.9711707D+00  0.2248356D-09  0.1845962D+00  0.8153850D+00  0.3219666D-11  0.4657549D-17
 .4278012D+00  0.1129676D-08  0.4572927D-21  0.9707438D+00  0.2195017D-09  0.1842302D+00  0.8157510D+00  0.3301073D-11  0.5137963D-17
 .4249550D+00  0.1131822D-08  0.4509453D-21  0.9703623D+00  0.2148961D-09  0.1839108D+00  0.8160704D+00  0.3375453D-11  0.5604632D-17
 .4217981D+00  0.1134244D-08  0.4439549D-21  0.9699310D+00  0.2098620D-09  0.1835579D+00  0.8164233D+00  0.3461469D-11  0.6178655D-17
 .4186877D+00  0.1136675D-08  0.4371190D-21  0.9694974D+00  0.2049782D-09  0.1832119D+00  0.8167693D+00  0.3550032D-11  0.6809751D-17
 .4159611D+00  0.1138844D-08  0.4311689D-21  0.9691101D+00  0.2007589D-09  0.1829098D+00  0.8170713D+00  0.3630960D-11  0.7425101D-17
 .4129359D+00  0.1141292D-08  0.4246129D-21  0.9686723D+00  0.1961442D-09  0.1825760D+00  0.8174052D+00  0.3724542D-11  0.8180818D-17
 .4099543D+00  0.1143750D-08  0.4181991D-21  0.9682322D+00  0.1916645D-09  0.1822484D+00  0.8177327D+00  0.3820902D-11  0.9012615D-17
 .4070156D+00  0.1146217D-08  0.4119232D-21  0.9677899D+00  0.1873151D-09  0.1819270D+00  0.8180542D+00  0.3920123D-11  0.9928475D-17
 .4041186D+00  0.1148694D-08  0.4057814D-21  0.9673455D+00  0.1830912D-09  0.1816114D+00  0.8183698D+00  0.4022290D-11  0.1093733D-16
 .4012626D+00  0.1151182D-08  0.3997699D-21  0.9668988D+00  0.1789884D-09  0.1813017D+00  0.8186795D+00  0.4127494D-11  0.1204900D-16
 .3984467D+00  0.1153679D-08  0.3938852D-21  0.9664501D+00  0.1750026D-09  0.1809976D+00  0.8189836D+00  0.4235827D-11  0.1327438D-16
 .3953638D+00  0.1156468D-08  0.3874908D-21  0.9659489D+00  0.1707060D-09  0.1806660D+00  0.8193156D+00  0.4359978D-11  0.1478401D-16
 .3926298D+00  0.1158987D-08  0.3818621D-21  0.9654956D+00  0.1669537D-09  0.1803737D+00  0.8196076D+00  0.4475217D-11  0.1629176D-16
 .3899333D+00  0.1161519D-08  0.3763495D-21  0.9650403D+00  0.1633061D-09  0.1800865D+00  0.8198948D+00  0.4593932D-11  0.1795742D-16
 .3869804D+00  0.1164345D-08  0.3703568D-21  0.9645319D+00  0.1593718D-09  0.1797734D+00  0.8202079D+00  0.4729969D-11  0.2000830D-16
 .3843607D+00  0.1166900D-08  0.3650791D-21  0.9640721D+00  0.1559337D-09  0.1794968D+00  0.8204845D+00  0.4856263D-11  0.2205753D-16
 .3814912D+00  0.1169753D-08  0.3593401D-21  0.9635589D+00  0.1522239D-09  0.1791951D+00  0.8207863D+00  0.5001020D-11  0.2458688D-16
 .3789451D+00  0.1172333D-08  0.3542843D-21  0.9630949D+00  0.1489808D-09  0.1789288D+00  0.8210524D+00  0.5135424D-11  0.2711929D-16
 .3761556D+00  0.1175214D-08  0.3487849D-21  0.9625770D+00  0.1454799D-09  0.1786382D+00  0.8213430D+00  0.5289477D-11  0.3024346D-16
 .3734069D+00  0.1178111D-08  0.3434064D-21  0.9620567D+00  0.1420832D-09  0.1783532D+00  0.8216280D+00  0.5448668D-11  0.3373682D-16
 .3706980D+00  0.1181023D-08  0.3381451D-21  0.9615339D+00  0.1387868D-09  0.1780736D+00  0.8219080D+00  0.5613178D-11  0.3764436D-16
 .3680282D+00  0.1183950D-08  0.3329979D-21  0.9610087D+00  0.1355872D-09  0.1777993D+00  0.8221817D+00  0.5783174D-11  0.4201696D-16
 .3653966D+00  0.1186894D-08  0.3279613D-21  0.9604812D+00  0.1324810D-09  0.1775301D+00  0.8224507D+00  0.5958858D-11  0.4692276D-16
 .3628023D+00  0.1189854D-08  0.3230324D-21  0.9599513D+00  0.1294646D-09  0.1772659D+00  0.8227149D+00  0.6140421D-11  0.5240449D-16
 .3602446D+00  0.1192831D-08  0.3182081D-21  0.9594191D+00  0.1265350D-09  0.1770065D+00  0.8229742D+00  0.6328066D-11  0.5854535D-16
 .3577227D+00  0.1195824D-08  0.3134854D-21  0.9588846D+00  0.1236891D-09  0.1767519D+00  0.8232288D+00  0.6522002D-11  0.6542684D-16
 .3552359D+00  0.1198835D-08  0.3088616D-21  0.9583479D+00  0.1209241D-09  0.1765025D+00  0.8234787D+00  0.6722467D-11  0.7314101D-16
 .3525401D+00  0.1202167D-08  0.3038864D-21  0.9577548D+00  0.1179725D-09  0.1762326D+00  0.8237491D+00  0.6950708D-11  0.8270797D-16
 .3501245D+00  0.1205214D-08  0.2994615D-21  0.9572134D+00  0.1153683D-09  0.1759921D+00  0.8239895D+00  0.7165603D-11  0.9255189D-16
 .3475054D+00  0.1208587D-08  0.2946988D-21  0.9566153D+00  0.1125872D-09  0.1757324D+00  0.8242493D+00  0.7410306D-11  0.1047419D-15
 .3451582D+00  0.1211671D-08  0.2904616D-21  0.9560693D+00  0.1101323D-09  0.1755006D+00  0.8244810D+00  0.7640637D-11  0.1172528D-15
 .3426125D+00  0.1215085D-08  0.2858996D-21  0.9554662D+00  0.1075097D-09  0.1752503D+00  0.8247313D+00  0.7902983D-11  0.1327989D-15
 .3401042D+00  0.1218522D-08  0.2814383D-21  0.9548606D+00  0.1049657D-09  0.1750048D+00  0.8249768D+00  0.8175087D-11  0.1504668D-15
 .3376323D+00  0.1221981D-08  0.2770747D-21  0.9542525D+00  0.1024975D-09  0.1747641D+00  0.8252172D+00  0.8457326D-11  0.1705537D-15
 .3354161D+00  0.1225146D-08  0.2731904D-21  0.9536975D+00  0.1003171D-09  0.1745491D+00  0.8254322D+00  0.8723032D-11  0.1912468D-15
 .3330117D+00  0.1228649D-08  0.2690058D-21  0.9530847D+00  0.9798600D-10  0.1743167D+00  0.8256646D+00  0.9025695D-11  0.2169361D-15
 .3306414D+00  0.1232176D-08  0.2649111D-21  0.9524694D+00  0.9572294D-10  0.1740886D+00  0.8258926D+00  0.9339668D-11  0.2461733D-15
 .3280939D+00  0.1236051D-08  0.2605437D-21  0.9517955D+00  0.9332894D-10  0.1738445D+00  0.8261367D+00  0.9695588D-11  0.2827075D-15
 .3257929D+00  0.1239628D-08  0.2566289D-21  0.9511753D+00  0.9120053D-10  0.1736250D+00  0.8263562D+00  0.1003462D-10  0.3210718D-15
 .3235240D+00  0.1243229D-08  0.2527965D-21  0.9505528D+00  0.8913304D-10  0.1734094D+00  0.8265719D+00  0.1038635D-10  0.3647810D-15
 .3212865D+00  0.1246855D-08  0.2490441D-21  0.9499280D+00  0.8712436D-10  0.1731976D+00  0.8267834D+00  0.1075128D-10  0.4145984D-15
 .3188806D+00  0.1250839D-08  0.2450394D-21  0.9492439D+00  0.8499775D-10  0.1729708D+00  0.8270102D+00  0.1116502D-10  0.4769407D-15
 .3167066D+00  0.1254518D-08  0.2414476D-21  0.9486144D+00  0.8310556D-10  0.1727666D+00  0.8272144D+00  0.1155919D-10  0.5425002D-15
 .3143685D+00  0.1258560D-08  0.2376130D-21  0.9479253D+00  0.8110148D-10  0.1725479D+00  0.8274329D+00  0.1200613D-10  0.6245938D-15
 .3120647D+00  0.1262633D-08  0.2338634D-21  0.9472336D+00  0.7915795D-10  0.1723333D+00  0.8276475D+00  0.1247147D-10  0.7196073D-15
 .3097944D+00  0.1266737D-08  0.2301963D-21  0.9465394D+00  0.7727267D-10  0.1721227D+00  0.8278582D+00  0.1295597D-10  0.8291856D-15
 .3077422D+00  0.1270527D-08  0.2269054D-21  0.9459009D+00  0.7559390D-10  0.1719329D+00  0.8280479D+00  0.1341763D-10  0.9445798D-15
 .3055341D+00  0.1274693D-08  0.2233899D-21  0.9452020D+00  0.7381454D-10  0.1717296D+00  0.8282513D+00  0.1394112D-10  0.1089729D-14
 .3033575D+00  0.1278890D-08  0.2199504D-21  0.9445008D+00  0.7208750D-10  0.1715298D+00  0.8284511D+00  0.1448637D-10  0.1257271D-14
 .3010343D+00  0.1283473D-08  0.2163073D-21  0.9437385D+00  0.7027345D-10  0.1713172D+00  0.8286636D+00  0.1510246D-10  0.1468414D-14
 .2989211D+00  0.1287738D-08  0.2130190D-21  0.9430324D+00  0.6864962D-10  0.1711247D+00  0.8288561D+00  0.1569574D-10  0.1696274D-14
 .2968374D+00  0.1292036D-08  0.2098002D-21  0.9423241D+00  0.6707258D-10  0.1709354D+00  0.8290454D+00  0.1631358D-10  0.1959084D-14
 .2946126D+00  0.1296730D-08  0.2063894D-21  0.9415543D+00  0.6541510D-10  0.1707339D+00  0.8292469D+00  0.1701189D-10  0.2290957D-14
 .2925883D+00  0.1301099D-08  0.2033094D-21  0.9408415D+00  0.6393048D-10  0.1705512D+00  0.8294296D+00  0.1768439D-10  0.2648051D-14
 .2904265D+00  0.1305869D-08  0.2000446D-21  0.9400669D+00  0.6236952D-10  0.1703566D+00  0.8296242D+00  0.1844454D-10  0.3099308D-14
 .2884592D+00  0.1310309D-08  0.1970956D-21  0.9393498D+00  0.6097081D-10  0.1701801D+00  0.8298007D+00  0.1917666D-10  0.3585213D-14
 .2863577D+00  0.1315159D-08  0.1939688D-21  0.9385706D+00  0.5949961D-10  0.1699921D+00  0.8299886D+00  0.2000415D-10  0.4199676D-14
 .2842867D+00  0.1320050D-08  0.1909107D-21  0.9377890D+00  0.5807264D-10  0.1698074D+00  0.8301733D+00  0.2086936D-10  0.4923476D-14
 .2822454D+00  0.1324983D-08  0.1879193D-21  0.9370053D+00  0.5668823D-10  0.1696258D+00  0.8303549D+00  0.2177365D-10  0.5771801D-14
 .2802332D+00  0.1329958D-08  0.1849929D-21  0.9362193D+00  0.5534486D-10  0.1694472D+00  0.8305335D+00  0.2271898D-10  0.6769084D-14
 .2782495D+00  0.1334975D-08  0.1821295D-21  0.9354311D+00  0.5404108D-10  0.1692715D+00  0.8307090D+00  0.2370710D-10  0.7941227D-14
 .2762937D+00  0.1340037D-08  0.1793273D-21  0.9346409D+00  0.5277550D-10  0.1690988D+00  0.8308817D+00  0.2474044D-10  0.9322693D-14
 .2742179D+00  0.1345536D-08  0.1763762D-21  0.9337875D+00  0.5145370D-10  0.1689159D+00  0.8310646D+00  0.2590578D-10  0.1108243D-13
 .2723182D+00  0.1350688D-08  0.1736960D-21  0.9329931D+00  0.5026315D-10  0.1687489D+00  0.8312317D+00  0.2703912D-10  0.1301776D-13
 .2704446D+00  0.1355885D-08  0.1710720D-21  0.9321967D+00  0.4910680D-10  0.1685845D+00  0.8313961D+00  0.2822415D-10  0.1529676D-13
 .2684555D+00  0.1361531D-08  0.1683073D-21  0.9313369D+00  0.4789840D-10  0.1684102D+00  0.8315702D+00  0.2956092D-10  0.1820658D-13
 .2664954D+00  0.1367231D-08  0.1656042D-21  0.9304751D+00  0.4672690D-10  0.1682388D+00  0.8317416D+00  0.3096346D-10  0.2168375D-13
 .2645638D+00  0.1372984D-08  0.1629609D-21  0.9296111D+00  0.4559091D-10  0.1680702D+00  0.8319103D+00  0.3243559D-10  0.2583393D-13
 .2627950D+00  0.1378374D-08  0.1605584D-21  0.9288071D+00  0.4456673D-10  0.1679160D+00  0.8320644D+00  0.3386745D-10  0.3040033D-13
 .2609164D+00  0.1384231D-08  0.1580257D-21  0.9279394D+00  0.4349563D-10  0.1677524D+00  0.8322280D+00  0.3548297D-10  0.3623854D-13
 .2589332D+00  0.1390568D-08  0.1553730D-21  0.9270077D+00  0.4238338D-10  0.1675800D+00  0.8324005D+00  0.3730277D-10  0.4376210D-13
 .2571093D+00  0.1396539D-08  0.1529525D-21  0.9261361D+00  0.4137706D-10  0.1674215D+00  0.8325588D+00  0.3908850D-10  0.5220754D-13
 .2553109D+00  0.1402565D-08  0.1505837D-21  0.9252629D+00  0.4040031D-10  0.1672649D+00  0.8327141D+00  0.4096276D-10  0.6230601D-13
 .2534117D+00  0.1409099D-08  0.1481017D-21  0.9243254D+00  0.3938542D-10  0.1671020D+00  0.8328864D+00  0.4307506D-10  0.7533330D-13
 .2516701D+00  0.1415219D-08  0.1458432D-21  0.9234517D+00  0.3846963D-10  0.1669497D+00  0.8330341D+00  0.4524843D-10  0.8993672D-13
 .2498894D+00  0.1421629D-08  0.1435514D-21  0.9225441D+00  0.3754791D-10  0.1667951D+00  0.8331865D+00  0.4739008D-10  0.1081877D-12
 .2480698D+00  0.1428343D-08  0.1412275D-21  0.9216015D+00  0.3662109D-10  0.1666374D+00  0.8333442D+00  0.4984517D-10  0.1309351D-12
 .2462764D+00  0.1435124D-08  0.1389552D-21  0.9206573D+00  0.3572254D-10  0.1664819D+00  0.8334996D+00  0.5243171D-10  0.1585298D-12
 .2445088D+00  0.1441974D-08  0.1367329D-21  0.9197116D+00  0.3485120D-10  0.1663286D+00  0.8336530D+00  0.5515655D-10  0.1919983D-12
